PVP,Edad_Media_Coche,Km_Medio_Por_Revision,churn_percentage,Revision,Margen
28465,3.3333333333333335,65563,0.3333333333333333,1.0,33.0
24014,0.5,17194,0.0,1.0,33.0
27383,3.5,60518,0.75,1.0,33.0
27160,2.106463878326996,8512,0.6045627376425855,1.0,33.0
25417,4.333333333333333,85735,0.6666666666666666,1.0,33.0
15195,2.3088235294117645,7033,0.6875,1.0,28.0
28714,1.9230769230769231,34979,0.23076923076923078,1.0,33.0
16240,1.3888888888888888,0,0.5555555555555556,1.0,28.0
31382,1.4,17122,0.4,1.0,33.0
22179,2.1515151515151514,44815,0.24242424242424243,1.0,33.0
26021,2.5,0,0.75,1.0,42.0
34179,2.3333333333333335,53256,0.3333333333333333,1.0,33.0
24386,4.0,198392,0.0,1.0,33.0
35604,1.65,35046,0.4,1.0,42.0
16383,2.3333333333333335,5004,0.6666666666666666,1.0,28.0
30194,0.6666666666666666,5101,0.3333333333333333,1.0,33.0
21538,1.1666666666666667,0,0.6666666666666666,1.0,33.0
23957,1.0,9759,0.25,1.0,33.0
21942,2.262295081967213,41989,0.16393442622950818,1.0,33.0
21979,2.1470588235294117,39961,0.14705882352941177,1.0,33.0
32258,1.0,38286,0.0,1.0,43.0
27246,1.9104477611940298,53694,0.14925373134328357,1.0,33.0
23416,1.8734177215189873,30412,0.189873417721519,1.0,33.0
16675,2.4166666666666665,19393,0.5,1.0,33.0
30151,1.0,0,1.0,1.0,33.0
17316,1.7922077922077921,45928,0.16233766233766234,1.0,33.0
21097,1.8541666666666667,51385,0.125,1.0,33.0
27146,1.9,56236,0.16666666666666666,1.0,33.0
26605,2.25,43436,0.5,1.0,33.0
31972,1.0,39570,0.0,1.0,37.0
21787,1.7916666666666667,39574,0.125,1.0,33.0
13380,1.5,35420,0.25,1.0,28.0
20362,1.9339622641509433,33049,0.44339622641509435,1.0,33.0
31723,1.7777777777777777,36715,0.2962962962962963,1.0,33.0
16526,2.5128205128205128,29283,0.5128205128205128,1.0,32.743589743589745
12690,2.0,42015,0.5,1.0,28.0
34969,2.0,88517,0.25,1.0,5.0
21444,5.0,0,1.0,1.0,33.0
14411,2.3333333333333335,30609,0.6666666666666666,1.0,28.0
22008,2.235294117647059,57385,0.20588235294117646,1.0,33.0
30759,2.4375,73482,0.1875,1.0,33.0
17763,1.35,41126,0.2,1.0,33.0
27201,2.0980392156862746,44778,0.21568627450980393,1.0,33.0
22031,1.890625,37835,0.359375,1.0,33.0
17809,2.1272727272727274,4270,0.7272727272727273,1.0,28.0
23405,1.8958333333333333,40120,0.3333333333333333,1.0,33.0
20749,2.147727272727273,6640,0.7159090909090909,1.0,42.0
20208,1.9230769230769231,0,0.7692307692307693,1.0,33.0
26159,1.8,69648,0.2,1.0,43.0
22764,2.0606060606060606,34545,0.3939393939393939,1.010204081632,37.0
20517,1.9298245614035088,46459,0.14035087719298245,1.0,33.0
29671,1.6428571428571428,59585,0.07142857142857142,1.0,33.0
26422,3.0,73844,0.42857142857142855,1.0,33.0
28343,3.0,39184,0.5,1.0,33.0
20843,1.5,43512,0.5,1.0,33.0
16953,2.5555555555555554,6973,0.7407407407407407,1.0,28.0
23451,1.7058823529411764,44534,0.23529411764705882,1.0,33.0
23643,2.27007299270073,41127,0.26277372262773724,1.0,34.77372262773723
12236,2.0864197530864197,31569,0.5185185185185185,1.0,28.0
21553,2.3401639344262297,48778,0.4016393442622951,1.0,33.0
32966,1.96,40902,0.304,1.0,5.0
26794,2.460526315789474,5328,0.6842105263157895,1.0,33.0
22810,2.4285714285714284,56397,0.19047619047619047,1.0,33.0
20866,2.5454545454545454,53149,0.36363636363636365,1.0,33.0
30899,2.25,68029,0.25,1.0,33.0
22956,0.0,53153,0.0,1.0,33.0
15113,1.5294117647058822,34870,0.29411764705882354,1.0,28.0
18018,2.2758620689655173,52229,0.28735632183908044,1.0,33.0
22014,1.5,0,1.0,1.0,33.0
35390,2.5,71045,0.0,1.0,5.0
32734,1.08,29327,0.12,1.0,43.0
35236,2.1016949152542375,21666,0.4406779661016949,1.0,5.0
15717,2.0,341,0.7551020408163265,1.0,28.0
27564,1.0,0,1.0,1.0,43.0
26236,1.7777777777777777,0,0.7777777777777778,1.0,33.0
24576,0.8,32648,0.0,1.0,33.0
17391,1.6888888888888889,38761,0.24444444444444444,1.0,33.0
17723,2.0256410256410255,47427,0.3076923076923077,1.0,33.0
13739,2.888888888888889,23384,0.3333333333333333,1.0,28.0
30719,2.0,108924,0.0,1.0,33.0
26036,1.75,42419,0.125,1.0,33.0
22655,2.263157894736842,45048,0.5263157894736842,1.0,33.0
17036,1.8095238095238095,28181,0.2857142857142857,1.0,33.0
24622,2.4444444444444446,28289,0.3333333333333333,1.0,33.0
32233,2.0,87888,0.0,1.0,33.0
21513,1.9074074074074074,66171,0.18518518518518517,1.0,33.0
28005,2.2884615384615383,58204,0.25,1.0,33.0
32588,1.75,41900,0.25,1.0,33.0
12276,2.764705882352941,44451,0.4117647058823529,1.0,28.0
13693,1.7254901960784315,36377,0.39215686274509803,1.0,28.0
13301,1.954954954954955,27708,0.5405405405405406,1.0,28.0
27324,2.0476190476190474,56394,0.07142857142857142,1.0,43.0
31646,2.1176470588235294,46157,0.058823529411764705,1.0,33.0
19552,2.1144278606965172,46834,0.40298507462686567,1.0,33.0
12568,2.18,43124,0.38,1.0,28.0
31208,1.947867298578199,54434,0.11374407582938388,1.004761904761,5.0
23388,2.3658536585365852,50852,0.34146341463414637,1.0,33.0
20388,1.9473684210526316,46154,0.19298245614035087,1.0,33.0
32041,2.341666666666667,11147,0.6083333333333333,1.0,33.0
21814,1.0625,28012,0.25,1.0,33.0
32780,1.1176470588235294,22351,0.058823529411764705,1.0,43.0
24862,1.963855421686747,52953,0.24096385542168675,1.0,33.0
21862,1.9090909090909092,17435,0.6363636363636364,1.0,33.0
24370,1.6923076923076923,52249,0.19230769230769232,1.0,33.0
25838,2.0,44002,0.11290322580645161,1.0,33.0
23348,1.9622641509433962,44474,0.09433962264150944,1.0,43.0
23039,2.0,47835,0.3090909090909091,1.0,33.0
22043,2.275,35094,0.2625,1.0,33.0
23205,2.1818181818181817,50247,0.18181818181818182,1.0,37.0
19246,2.2544378698224854,52553,0.3431952662721893,1.0,33.0
25412,2.0,33406,0.2727272727272727,1.0,33.0
29064,2.0,47991,0.25,1.0,43.0
33404,2.1774193548387095,50706,0.22580645161290322,1.0,5.0
24865,2.25,47640,0.25,1.0,33.0
25910,5.0,0,1.0,1.0,33.0
33570,1.5,52448,0.0,1.0,33.0
23703,1.0,27010,0.5,1.0,33.0
14406,2.015267175572519,28382,0.32061068702290074,1.0,28.0
28801,0.75,27940,0.0,1.0,36.0
23417,1.8421052631578947,55306,0.21052631578947367,1.0,33.0
19930,2.2857142857142856,38171,0.7142857142857143,1.0,33.0
22094,2.272727272727273,53092,0.2727272727272727,1.0,33.0
22515,2.0,53791,0.16666666666666666,1.0,33.0
22592,2.6,60208,0.3,1.0,33.0
24436,2.0,64550,0.13333333333333333,1.0,33.0
16515,3.6666666666666665,53333,0.3333333333333333,1.0,28.0
27945,3.5,5244,0.8,1.0,33.0
25953,1.969387755102041,54284,0.10204081632653061,1.0,43.0
22000,0.0,38085,0.0,1.0,33.0
36040,0.0,16334,0.0,1.0,5.0
24579,2.0749185667752443,53959,0.21172638436482086,1.0,33.0
18579,1.9157608695652173,37398,0.328804347826087,1.0,33.0
21284,1.5,44311,0.08333333333333333,1.0,33.0
29448,2.0952380952380953,52715,0.14285714285714285,1.0,33.0
27284,1.8571428571428572,62352,0.0,1.0,43.0
23989,1.5,36988,0.5,1.0,33.0
28417,1.9615384615384615,48483,0.07692307692307693,1.0,5.0
37832,2.4166666666666665,12757,0.5833333333333334,1.0,33.0
20022,2.590909090909091,43119,0.5454545454545454,1.0,33.0
15931,2.0,52208,0.2222222222222222,1.0,28.0
22535,2.038095238095238,38229,0.4095238095238095,1.0,33.0
17305,1.9044117647058822,39602,0.19117647058823528,1.0,33.0
21055,2.295774647887324,55347,0.30985915492957744,1.0,33.0
30301,0.5,0,0.5,1.0,33.0
28323,2.1333333333333333,50644,0.2,1.0,33.0
17368,2.5555555555555554,33669,0.6296296296296297,1.0,33.0
25569,2.4395604395604398,987,0.8241758241758241,1.0,33.0
23909,2.3333333333333335,26615,0.5555555555555556,1.0,33.0
24685,2.0588235294117645,43113,0.4117647058823529,1.0,33.0
20357,2.1923076923076925,27947,0.5,1.0,33.0
33341,1.6666666666666667,45261,0.0,1.0,33.0
29013,0.5,0,0.5,1.0,33.0
28480,2.1,52126,0.3,1.0,33.0
16621,2.2653061224489797,7188,0.7142857142857143,1.0,28.0
21147,2.4186046511627906,44930,0.45348837209302323,1.0,33.0
18393,2.55,47816,0.3,1.0,33.0
23560,1.6666666666666667,24217,0.3333333333333333,1.0,33.0
27639,2.5555555555555554,0,0.8888888888888888,1.0,37.0
21396,2.25,32245,0.0,1.0,33.0
19724,1.7,18919,0.4,1.0,35.8
35313,2.0,64870,0.02857142857142857,1.0,43.0
26067,1.4285714285714286,0,0.5714285714285714,1.0,42.0
32657,1.4,34053,0.2,1.0,33.0
29004,1.9846153846153847,60584,0.12307692307692308,1.0,33.0
18854,2.042682926829268,28409,0.3353658536585366,1.0,33.0
33581,2.0,40247,0.25,1.0,42.0
20846,1.9285714285714286,54526,0.21428571428571427,1.0,33.0
19472,2.1228813559322033,51023,0.18220338983050846,1.0,33.0
14208,0.0,0,0.0,1.0,28.0
27845,1.7,31591,0.2,1.0,43.0
14446,1.0,23758,0.4,1.0,28.0
33773,2.142361111111111,60950,0.10069444444444445,1.0,5.0
27822,2.0,51219,0.1794871794871795,1.0,16.564102564102566
13166,2.125,28519,0.5416666666666666,1.0,28.0
31658,1.5714285714285714,51029,0.14285714285714285,1.0,43.0
19733,2.09375,1661,0.78125,1.0,33.0
33704,1.875,9218,0.4583333333333333,1.0,33.0
22884,2.0,0,0.5,1.0,36.0
19564,2.2580645161290325,35607,0.41935483870967744,1.0,33.0
26448,1.9712918660287082,49322,0.09090909090909091,1.004807692307,43.0
12210,2.121212121212121,39204,0.36363636363636365,1.0,28.0
24456,1.9019607843137254,48171,0.21568627450980393,1.0,33.0
21579,0.2,9805,0.0,1.0,33.0
32153,1.5,0,0.75,1.0,33.0
23437,2.423076923076923,81144,0.11538461538461539,1.0,33.0
23840,2.4,72138,0.4,1.0,33.0
26674,2.0,44870,0.5,1.0,33.0
22097,4.0,146766,0.0,1.0,33.0
18576,1.5,32847,0.5,1.0,33.0
27361,2.0,63148,0.2,1.0,33.0
21078,1.0,0,1.0,1.0,33.0
33218,4.0,87019,0.25,1.0,43.0
22395,0.0,0,0.0,1.0,33.0
29296,0.0,0,0.0,1.0,33.0
12671,2.0996563573883162,32629,0.46735395189003437,1.003448275862,28.0
23036,2.5,38204,0.5,1.0,33.0
25987,3.5,53841,0.0,1.0,33.0
24327,4.0,110406,0.0,1.0,33.0
18768,2.1733333333333333,50853,0.26666666666666666,1.0,33.0
22604,2.4,67211,0.0,1.0,33.0
19455,2.6666666666666665,36730,0.5,1.0,33.0
28160,2.1904761904761907,62922,0.13095238095238096,1.0,33.0
12957,2.642857142857143,33182,0.35714285714285715,1.0,28.0
23291,2.7333333333333334,27425,0.8,1.0,42.0
11237,2.0898876404494384,26478,0.550561797752809,1.0,28.0
25893,1.8034682080924855,44534,0.2254335260115607,1.0,33.0
15814,2.2857142857142856,19608,0.5714285714285714,1.0,33.0
26880,2.263157894736842,62729,0.10526315789473684,1.0,43.0
25993,1.4696969696969697,27567,0.18181818181818182,1.0,33.0
22993,1.2142857142857142,32670,0.17857142857142858,1.0,33.0
24321,3.5,93327,0.0,1.0,33.0
25206,2.0357142857142856,32693,0.2857142857142857,1.0,37.0
20829,2.25,46827,0.25,1.0,33.0
25008,2.1171171171171173,40368,0.3963963963963964,1.0,33.0
22518,2.144230769230769,23046,0.4423076923076923,1.0,33.03846153846154
33664,3.0,56787,0.0,1.0,33.0
28732,2.0,47666,0.3125,1.0,33.0
21238,5.0,85710,0.0,1.0,33.0
23465,2.287179487179487,54037,0.2923076923076923,1.0,33.0
20219,2.032258064516129,51317,0.25806451612903225,1.0,33.0
25223,1.90625,48757,0.03125,1.0,43.0
27046,1.1428571428571428,24541,0.0,1.0,43.0
31125,2.125,87263,0.0,1.0,43.0
33856,2.1515151515151514,9234,0.6060606060606061,1.0,43.0
28065,2.0,0,1.0,1.0,33.0
14766,2.0569620253164556,40345,0.43037974683544306,1.0,28.0
31343,2.5555555555555554,26690,0.5555555555555556,1.0,43.0
33999,1.8,46045,0.2,1.0,33.0
26766,5.0,120445,0.0,1.0,33.0
14672,2.308333333333333,37444,0.5166666666666667,1.0,28.0
21281,0.6666666666666666,25174,0.0,1.0,33.0
31294,2.0555555555555554,60583,0.05555555555555555,1.0,33.0
22561,1.0,108158,0.0,1.0,33.0
18751,2.1176470588235294,50303,0.2647058823529412,1.0,33.0
19243,2.0,11276,0.5,1.0,33.0
13341,2.25,6826,0.75,1.0,28.0
14005,2.0,17319,0.6666666666666666,1.0,28.0
14105,1.96,29966,0.28,1.0,28.0
26176,1.855421686746988,535,0.7228915662650602,1.0,37.0
22761,2.388888888888889,0,0.7777777777777778,1.0,33.0
21599,2.909090909090909,42699,0.7272727272727273,1.0,33.0
28334,2.2857142857142856,37247,0.14285714285714285,1.0,33.0
24433,2.0,55986,0.0,1.0,33.0
27089,2.0,0,1.0,1.0,33.0
23863,2.1724137931034484,52891,0.3103448275862069,1.0,33.0
27693,2.054054054054054,39204,0.32432432432432434,1.0,33.0
16369,2.6666666666666665,32812,0.6666666666666666,1.0,28.0
13713,1.9,45989,0.2,1.0,28.0
19976,2.314516129032258,50078,0.3548387096774194,1.0,33.0
25372,2.4473684210526314,65861,0.19298245614035087,1.0,33.0
22581,2.033333333333333,44756,0.36666666666666664,1.0,33.0
25913,2.6666666666666665,84301,0.16666666666666666,1.0,33.0
27003,2.119047619047619,18045,0.4166666666666667,1.0,43.0
20511,2.033333333333333,44004,0.29333333333333333,1.0,33.0
30596,2.2,58115,0.08,1.0,33.0
11998,2.033333333333333,26528,0.4666666666666667,1.0,28.0
20660,1.2307692307692308,16185,0.3076923076923077,1.0,33.0
28326,1.8421052631578947,53440,0.05263157894736842,1.0,33.0
28824,2.0,37426,0.0,1.0,33.0
30441,2.6666666666666665,122747,0.0,1.0,33.0
21393,2.117391304347826,42142,0.3652173913043478,1.0,33.0
19721,1.7142857142857142,11289,0.5714285714285714,1.0,33.0
12296,2.611111111111111,38352,0.3888888888888889,1.0,28.0
19329,2.230769230769231,11191,0.6153846153846154,1.0,33.0
28034,1.75,54017,0.0,1.0,43.0
22198,1.875,47058,0.125,1.0,33.0
20609,1.6666666666666667,39589,0.1794871794871795,1.0,33.0
18949,1.0,27497,0.0,1.0,33.0
13708,2.5294117647058822,45171,0.17647058823529413,1.0,28.0
33250,1.7619047619047619,4699,0.6349206349206349,1.0,43.0
34578,1.9565217391304348,14854,0.5,1.0,33.0
23217,1.8571428571428572,62237,0.0,1.0,33.0
33035,1.8,49911,0.1,1.0,43.0
11100,3.5,86047,1.0,1.0,28.0
27153,2.0784313725490198,56303,0.11764705882352941,1.0,33.0
22152,1.8333333333333333,22413,0.3333333333333333,1.0,33.0
19235,1.6428571428571428,59983,0.07142857142857142,1.0,33.0
19828,2.0,0,1.0,1.0,33.0
33081,2.090909090909091,39667,0.18181818181818182,1.0,43.0
21511,1.0,0,1.0,1.0,42.0
25138,2.0,41218,0.0,1.0,33.0
21039,2.2531645569620253,40039,0.26582278481012656,1.0,33.0
23689,2.1147540983606556,0,0.7868852459016393,1.0,42.0
27608,1.6923076923076923,61893,0.15384615384615385,1.0,33.0
28510,2.142857142857143,61683,0.07142857142857142,1.0,33.0
22338,2.12,28352,0.56,1.0,33.0
16905,1.5714285714285714,0,0.5714285714285714,1.0,28.0
15577,2.75,36688,0.5,1.0,28.0
20841,2.141509433962264,46865,0.375,1.0,33.0
28464,3.5,117895,0.5,1.0,33.0
24528,2.210280373831776,48333,0.35046728971962615,1.0,33.0
22856,2.0,12248,0.5,1.0,33.0
21860,2.6666666666666665,48636,0.3333333333333333,1.0,37.0
18362,0.0,0,0.0,1.0,33.0
21528,1.3333333333333333,24819,0.3333333333333333,1.0,33.0
30078,2.217948717948718,53547,0.14743589743589744,1.003215434083,33.0
21766,1.9795918367346939,50445,0.14285714285714285,1.0,33.0
26426,2.43859649122807,87694,0.08771929824561403,1.0,33.0
26543,1.894736842105263,54555,0.21052631578947367,1.0,33.0
32580,2.3333333333333335,51203,0.0,1.0,33.0
23543,0.0,0,0.0,1.0,33.0
34309,2.6666666666666665,37349,0.3333333333333333,1.0,5.0
22902,2.65,64501,0.075,1.0,43.0
21411,2.0,20334,0.5,1.0,33.0
23048,2.1714285714285713,5023,0.6857142857142857,1.0,42.0
22948,2.216666666666667,37796,0.2222222222222222,1.0,43.0
27270,2.5,72955,0.25,1.0,33.0
17784,1.9393939393939394,35814,0.21212121212121213,1.0,33.0
20778,3.0,0,0.6666666666666666,1.0,33.0
24027,1.375,25882,0.125,1.0,33.0
33519,2.0,77700,0.0,1.0,33.0
23635,2.4285714285714284,4779,0.6428571428571429,1.0,42.0
22793,1.7857142857142858,15162,0.44642857142857145,1.0,33.0
31160,2.1379310344827585,49750,0.06896551724137931,1.0,43.0
17143,2.259259259259259,2657,0.7777777777777778,1.0,28.0
12520,2.3157894736842106,47107,0.3684210526315789,1.0,28.0
31793,1.8,50804,0.0,1.0,37.0
30957,2.7142857142857144,54003,0.7142857142857143,1.0,33.0
34793,1.3333333333333333,46924,0.0,1.0,5.0
33127,0.0,19267,0.0,1.0,43.0
23240,2.45,51534,0.3,1.0,37.0
24073,2.4,33237,0.3333333333333333,1.0,33.0
21073,2.5,10941,1.0,1.0,33.0
11338,1.8387096774193548,26870,0.5483870967741935,1.0,28.0
22994,1.9393939393939394,38448,0.3333333333333333,1.0,33.0
21663,3.0,89171,0.5,1.0,33.0
24319,1.125,28670,0.125,1.0,33.0
25255,2.0803212851405624,52494,0.21686746987951808,1.0,33.0
31206,1.6818181818181819,38307,0.13636363636363635,1.0,43.0
24714,0.6666666666666666,24304,0.0,1.0,33.0
36771,2.1885245901639343,15170,0.5327868852459017,1.0,43.0
24107,2.0,33518,0.5714285714285714,1.0,33.0
29182,1.25,40059,0.125,1.0,33.0
18368,2.6315789473684212,68900,0.3684210526315789,1.0,33.0
28115,2.0,50985,0.3333333333333333,1.0,33.0
20598,2.375,17679,0.375,1.0,33.0
29752,2.0,46983,0.0,1.0,37.0
26051,1.5,26329,0.0,1.0,33.0
32408,1.0,45638,0.0,1.0,43.0
25481,2.088888888888889,54124,0.26666666666666666,1.0,33.0
24485,2.1176470588235294,45315,0.17647058823529413,1.0,33.0
23821,1.3333333333333333,0,0.6666666666666666,1.0,33.0
28398,2.5,36549,0.0,1.0,33.0
19175,2.0153846153846153,40256,0.2923076923076923,1.0,33.0
28421,2.0,28114,0.42857142857142855,1.0,43.0
26835,1.0,34497,0.0,1.0,43.0
30436,2.0,51003,0.18382352941176472,1.0,33.0
29446,2.164383561643836,12461,0.5616438356164384,1.001960784313,43.0
28023,2.5,70588,0.2857142857142857,1.0,33.0
35772,1.0,46679,0.0,1.0,33.0
26002,2.1586538461538463,43410,0.20673076923076922,1.0,43.0
25959,3.5,87404,0.0,1.0,43.0
24846,1.5,54814,0.0,1.0,33.0
20641,2.0,35106,0.0,1.0,33.0
27310,1.967741935483871,49727,0.06451612903225806,1.0,43.0
19908,2.230769230769231,2705,0.6923076923076923,1.0,42.0
19244,1.48,28771,0.2,1.0,33.0
24654,4.0,0,1.0,1.0,33.0
24577,1.5,43930,0.125,1.0,33.0
23423,2.0344827586206895,33587,0.25862068965517243,1.008695652173,43.0
33874,2.085714285714286,68579,0.08571428571428572,1.0,5.0
15480,1.9166666666666667,3285,0.625,1.0,28.0
16370,1.16,29652,0.24,1.0,28.0
33588,2.2295081967213113,17375,0.4426229508196721,1.0,43.0
22086,1.8666666666666667,20607,0.4666666666666667,1.0,33.0
16762,1.88,0,0.76,1.0,28.0
11272,1.9090909090909092,20458,0.5454545454545454,1.0,28.0
25381,1.588235294117647,0,0.7058823529411765,1.0,42.0
24256,0.0,22535,0.0,1.0,33.0
18242,1.9563106796116505,32237,0.47572815533980584,1.0,33.0
27731,2.2941176470588234,46966,0.058823529411764705,1.0,43.0
16419,2.0,0,1.0,1.0,28.0
24007,2.0588235294117645,47149,0.17647058823529413,1.0,33.0
31618,0.0,0,0.0,1.0,33.0
22335,2.8333333333333335,60075,0.3333333333333333,1.0,33.0
26257,2.75,56902,0.125,1.0,33.0
20114,2.3333333333333335,0,0.8070175438596491,1.0,33.0
33098,1.75,50965,0.1388888888888889,1.0,5.0
24342,1.8372093023255813,40381,0.20930232558139536,1.0,33.0
24348,1.8048780487804879,19092,0.3902439024390244,1.0,34.46341463414634
32463,2.1452991452991452,48174,0.1623931623931624,1.0,33.0
18299,2.197604790419162,48245,0.281437125748503,1.0,33.0
20463,2.1666666666666665,57473,0.0,1.0,33.0
32998,2.25,46274,0.0,1.0,43.0
28627,2.2,41019,0.0,1.0,43.0
22327,2.087378640776699,40283,0.2815533980582524,1.0,33.0
18740,1.6764705882352942,35160,0.29411764705882354,1.0,33.0
27147,2.008169934640523,50010,0.25,1.0,33.0
11507,2.3666666666666667,23684,0.5333333333333333,1.0,28.0
31724,2.2857142857142856,64756,0.14285714285714285,1.0,33.0
34721,2.230769230769231,22612,0.34615384615384615,1.0,33.0
17999,3.3333333333333335,22716,0.6666666666666666,1.0,28.0
22427,3.0,0,0.6666666666666666,1.0,33.0
20804,2.111111111111111,78863,0.1111111111111111,1.0,33.0
29194,2.082802547770701,58882,0.044585987261146494,1.0,43.0
23360,1.8333333333333333,35397,0.16666666666666666,1.0,33.0
23907,1.6,9308,0.6,1.0,33.0
21817,2.3,55369,0.2,1.0,33.0
18474,1.875,20660,0.4166666666666667,1.0,33.0
26085,2.5,114324,0.0,1.0,33.0
21130,1.5,0,0.5,1.0,42.0
21531,1.9714285714285715,58736,0.17142857142857143,1.0,33.0
17618,1.6666666666666667,1351,0.8666666666666667,1.0,28.0
23452,2.0707070707070705,49063,0.23232323232323232,1.0,33.0
23861,3.0,71328,0.3333333333333333,1.0,33.0
33602,3.75,74373,0.5,1.0,43.0
30330,2.0575221238938055,10926,0.5777496839443742,1.006361323155,43.0
11475,2.0096618357487923,25547,0.5531400966183575,1.002421307506,28.0
28787,2.2857142857142856,11951,0.42857142857142855,1.0,43.0
19633,1.75,0,0.625,1.0,28.0
20844,2.0,37584,1.0,1.0,33.0
33725,2.057471264367816,11004,0.6091954022988506,1.0,43.0
23744,2.1762114537444934,39312,0.2422907488986784,1.0,33.0
13588,2.3529411764705883,54082,0.3235294117647059,1.0,28.0
21159,3.6666666666666665,0,1.0,1.0,33.0
15580,1.0,23810,0.0,1.0,28.0
33579,2.0,6209,0.6417910447761194,1.0,33.0
20226,2.206896551724138,44052,0.3620689655172414,1.0,33.0
22341,1.9523809523809523,39609,0.38095238095238093,1.0,33.0
23005,1.0,0,1.0,1.0,33.0
13797,2.0730593607305936,29981,0.4977168949771689,1.0,28.0
19453,2.030534351145038,39500,0.42748091603053434,1.0,33.0
13951,1.5,26779,0.42857142857142855,1.0,28.0
18860,2.0,35699,0.16666666666666666,1.0,33.0
13442,2.2,22262,0.6,1.0,28.0
16098,2.0963855421686746,6639,0.6626506024096386,1.0,28.0
25049,2.4,30633,0.6,1.0,42.0
28252,2.7142857142857144,59963,0.14285714285714285,1.0,43.0
24717,1.0,25689,0.0,1.0,33.0
26981,2.0,8927,0.631578947368421,1.0,42.0
14083,1.9230769230769231,49943,0.15384615384615385,1.0,28.0
20735,0.0,0,0.0,1.0,33.0
27313,2.0,0,0.5,1.0,33.0
14933,1.9328859060402686,35499,0.37583892617449666,1.006756756756,28.0
29626,1.0,93376,0.0,1.0,43.0
18019,3.75,85168,0.5,1.0,33.0
28298,1.5,40162,0.16666666666666666,1.0,43.0
27027,2.292682926829268,1989,0.8048780487804879,1.0,42.0
20873,2.1818181818181817,30432,0.3409090909090909,1.023255813953,33.0
23535,3.1904761904761907,3887,0.9047619047619048,1.0,33.0
21170,2.75,36338,0.5,1.0,37.0
13350,0.3333333333333333,5508,0.3333333333333333,1.0,28.0
14684,1.875,46761,0.5625,1.0,28.0
24465,2.875,66549,0.375,1.0,33.0
22504,2.2,49777,0.3,1.0,33.0
19994,2.0615384615384613,23024,0.4027972027972028,1.004213483146,33.0
30814,4.0,52635,1.0,1.0,33.0
24763,1.9682539682539681,56761,0.23809523809523808,1.0,33.0
28206,1.9019607843137254,38653,0.21568627450980393,1.0,43.0
13943,2.380952380952381,47342,0.47619047619047616,1.0,28.0
26386,1.3333333333333333,17380,0.6666666666666666,1.0,33.0
19353,3.0,0,0.75,1.0,33.0
30937,2.5454545454545454,53164,0.18181818181818182,1.0,43.0
20621,1.1388888888888888,21209,0.2777777777777778,1.0,33.0
27356,2.230769230769231,39113,0.3076923076923077,1.0,43.0
24937,2.8421052631578947,29125,0.3157894736842105,1.0,33.0
22281,1.5,43387,0.25,1.0,33.0
27379,2.085561497326203,39885,0.16755793226381463,1.0,43.0
12557,1.6,19865,0.45,1.0,28.0
19221,2.75,62046,0.25,1.0,33.0
25221,1.7142857142857142,48517,0.14285714285714285,1.0,37.0
25719,2.3333333333333335,33064,0.2,1.0,33.666666666666664
24084,2.25,43848,0.5,1.0,33.0
19719,4.333333333333333,89643,0.6666666666666666,1.0,33.0
27877,0.0,0,0.0,1.0,5.0
23492,4.4,0,1.0,1.0,33.0
23798,2.1739130434782608,38433,0.20869565217391303,1.0,43.0
25888,2.09375,39752,0.3229166666666667,1.0,33.0
13433,2.051282051282051,32475,0.5299145299145299,1.0,28.0
22802,2.125,49729,0.125,1.0,33.0
22610,2.5555555555555554,62767,0.1111111111111111,1.0,33.0
26031,2.5,71817,0.0,1.0,33.0
32689,1.85,53962,0.05,1.0,43.0
21952,1.5,43906,0.0,1.0,33.0
14713,2.3333333333333335,61932,0.26666666666666666,1.0,28.0
19172,2.0228136882129277,38291,0.4144486692015209,1.003816793893,33.0
23967,2.2857142857142856,52542,0.2857142857142857,1.0,33.0
26838,2.0757575757575757,45204,0.12121212121212122,1.0,42.54545454545455
24010,1.25,32469,0.125,1.0,33.0
21305,2.6,72334,0.13333333333333333,1.0,33.0
24482,2.172932330827068,57993,0.15789473684210525,1.0,33.0
27479,0.875,9861,0.375,1.0,43.0
32646,1.5714285714285714,11741,0.4,1.0,33.0
25982,1.0,28712,0.0,1.0,33.0
23890,2.1904761904761907,51802,0.14285714285714285,1.0,33.0
32005,1.0,16500,0.0,1.0,33.0
27456,2.0,15551,0.0,1.0,33.0
18694,2.087248322147651,36619,0.48322147651006714,1.006756756756,33.0
27777,1.8181818181818181,51116,0.18181818181818182,1.0,43.0
31535,1.0,52511,0.0,1.0,43.0
16238,1.6842105263157894,27856,0.42105263157894735,1.0,33.0
33387,1.9795918367346939,7600,0.5714285714285714,1.0,43.0
21989,2.2941176470588234,43479,0.29411764705882354,1.0,33.0
33648,3.0,58479,0.3333333333333333,1.0,43.0
20317,1.9375,47144,0.25,1.0,33.0
28667,2.0436005625879043,14791,0.4978902953586498,1.006369426751,43.0
25335,2.0,480,0.6666666666666666,1.0,42.0
32995,2.5,82905,0.0,1.0,33.0
20950,0.5,10479,0.0,1.0,33.0
18786,2.2222222222222223,40968,0.3333333333333333,1.0,33.0
27685,1.2222222222222223,45188,0.0,1.0,43.0
24004,2.0568181818181817,50567,0.31477272727272726,1.005714285714,33.0
14856,2.2142857142857144,48600,0.32142857142857145,1.0,28.0
